"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","No_report","No_valid_MSinceOldestTradeOpen","No_valid_MSinceMostRecentDelq","No_valid_MSinceMostRecentInqexcl7days","No_valid_NetFractionRevolvingBurden","No_valid_NetFractionInstallBurden","No_valid_NumRevolvingTradesWBalance","No_valid_NumInstallTradesWBalance","No_valid_NumBank2NatlTradesWHighUtilization","No_MSinceMostRecentDelq","No_MSinceMostRecentInqexcl7days"
"2903","Bad",65,151,9,55,14,1,1,100,36.94,"6","8",16,2,21,1,1,1,76,63.9033333333333,6,1,4,70,"0","0","0","0","0","1","0","0","0","1","0"
"6440","Good",84,192,22,95,18,0,0,100,29.6216666666667,"7","8",18,0,22,14,0,0,18,63,2,2,0,44,"0","0","0","0","0","0","0","0","0","1","0"
"7547","Bad",65,195,6,115,12,0,0,63,21,"6","6",16,1,44,17,0,0,88,94,4,2,3,86,"0","0","0","0","0","0","0","0","0","0","0"
"1949","Bad",56,457,4,22,11,0,0,91,8,"4","6",17,4,55,0.823333333333333,1,1,92,82,5,4,2,100,"0","0","0","0","0","0","0","0","0","0","1"
"8871","Good",70,76,6,37,22,0,0,100,28.6181573498965,"7","8",23,2,26,0,1,1,28,41,9,2,1,79,"0","0","0","0","0","0","0","0","0","1","0"
"3260","Good",89,421,7,136,19,0,0,100,30.5118333333333,"7","8",28,1,16,10.0708366023755,0,0,4,47.5443859649123,3,1.17708556149733,0,30,"0","0","0","1","0","1","0","1","0","1","0"
"705","Bad",61,35,2,15,15,0,0,100,29.2625,"7","8",17,8,71,2,1,1,0,81,0,7,0.544583333333333,75,"0","0","0","0","0","0","0","0","1","1","0"
"5386","Bad",37,263,4,80,26,1,1,78,0,"2","4",27,3,22,0,2,2,71,44,7,2,2,69,"0","0","0","0","0","0","0","0","0","0","0"
"9207","Good",86,378,10,120,29,0,0,100,30.9320833333333,"7","8",30,2,33,0,0,0,2,84,5,3,0,57,"0","0","0","0","0","0","0","0","0","1","0"
"3427","Bad",45,341,6,75,25,2,1,85,1,"3","5",48,3,35,1,1,1,89,64.53,8,1,4,83,"0","0","0","0","0","1","0","0","0","0","0"
"743","Good",77,180,11,74,26,0,0,100,31.7966666666667,"7","8",27,1,48,13,0,0,24,71,2,2,1,44,"0","0","0","0","0","0","0","0","0","1","0"
"7030","Bad",73,256,2,64,23,0,0,100,37.35175,"7","8",25,4,46,0.716666666666667,3,3,60,96,3,3,2,64,"0","0","0","0","0","0","0","0","0","1","1"
"9372","Bad",72,169,30,73,6,0,0,86,30.375,"6","6",7,0,57,0,0,0,78,81,1,2,1,75,"0","0","1","0","0","0","0","0","0","0","0"
"9745","Good",65,390,8,90,10,3,2,71,27,"6","2",14,1,29,0,4,4,43,67.1679545454545,2,1,0,75,"0","0","0","0","0","1","0","0","0","0","0"
"1506","Good",82,176,18,107,40,0,0,100,36.22,"7","8",40,0,35,0,0,0,0,75,2,2,1,21,"0","0","0","0","0","0","0","0","0","1","0"
"2764","Good",87,193,20,77,6,0,0,100,34.33375,"7","8",8,0,67,8.46954592466357,0,0,0,19,0,1,0,50,"0","0","0","1","0","0","0","0","0","1","0"
"8328","Good",88,278,91,179,4,0,0,100,41.3833333333333,"7","8",5,0,40,0,0,0,6,50.149,1,1,0.0815203145478374,100,"0","0","0","0","0","1","0","0","1","1","0"
"2044","Bad",73,131,3,84,20,0,0,100,37.6015151515152,"7","8",14,6,60,0.916,4,4,48,50,4,8,2,93,"0","0","0","0","0","0","0","0","0","1","1"
"3204","Bad",67,51,2,111,14,1,1,87,32,"6","6",9,1,20,1,2,2,42,50,6,2,1,67,"0","0","0","0","0","0","0","0","0","0","0"
"4879","Good",75,176,3,69,18,0,0,100,40.1241666666667,"6","8",19,1,42,0,0,0,48,51,6,3,1,82,"0","0","0","0","0","0","0","0","0","1","0"
"1873","Bad",56,182,3,85,18,0,0,78,2,"4","6",34,1,33,1.01,1,1,53,15,5,2,3,80,"0","0","0","0","0","0","0","0","0","0","1"
"6818","Bad",70,153,7,79,32,0,0,89,17,"5","6",36,3,36,0,2,1,77,75,7,1,1,89,"0","0","0","0","0","0","0","0","0","0","0"
"5275","Bad",55,180,65,115,5,12,3,31,15,"6","3",17,0,19,0,0,0,34,61,4,2,1,86,"0","0","0","0","0","0","0","0","0","0","0"
"6669","Bad",56,58,33,46,2,0,0,50,2,"4","6",2,0,100,0,6,6,71.2090476190476,70.59,1.25666666666667,1,0.7,100,"0","0","0","0","1","1","1","0","1","0","0"
"1984","Good",68,181.35,24,124,23,0,0,100,32.4756666666667,"7","8",0,0,17,9.00613507625272,0,0,67,48.2012121212121,3,2,3,56,"0","1","0","0","0","1","0","0","0","1","1"
"4214","Bad",78,73,19,46,7,0,0,100,33.868,"7","8",7,0,43,19,0,0,48.5008683473389,55.3483333333333,1.64666666666667,1,0.558,100,"0","0","0","0","1","1","1","0","1","1","0"
"4492","Good",77,85,7,42,13,0,0,92,59,"6","6",13,4,15,1,3,3,8,98,4,2,0,67,"0","0","0","0","0","0","0","0","0","0","0"
"7981","Bad",64,161.127777777778,1,47,23,3,3,100,25.6333333333333,"0","8",26,3,15,1.4222380952381,2,2,49,83,9,2,1,61,"0","1","0","0","0","0","0","0","0","1","1"
"5520","Good",68,346,2,94,26,0,0,96,15,"6","6",28,2,57,2,3,3,85,68,3,5,2,90,"0","0","0","0","0","0","0","0","0","0","0"
"4358","Good",73,255,4,77,34,2,1,92,8,"4","2",36,5,86,0,2,2,11,96,2,11,0,87,"0","0","0","0","0","0","0","0","0","0","0"
"7829","Bad",55,113,12,71,4,6,6,56,4,"0","2",9,0,56,0,0,0,39,53.337,1,1.11,1,67,"0","0","0","0","0","1","0","1","0","0","0"
"4971","Bad",56,105,5,43,16,0,0,94,5,"4","6",16,1,69,2,2,2,101,84,2,4,1,86,"0","0","0","0","0","0","0","0","0","0","0"
"9234","Good",64,81,59,70,1,1,1,50,30,"6","2",2,0,50,0,0,0,54.69,46.0633333333333,1.35666666666667,1,0.65,100,"0","0","0","0","1","1","1","0","1","0","0"
"8454","Bad",78,152,9,56,14,0,0,87,27.173,"6","6",15,1,40,0,0,0,3,54,2,5,0,64,"0","0","1","0","0","0","0","0","0","0","0"
"4376","Bad",65,91,1,38,17,1,1,89,21,"6","6",18,5,56,0,6,6,26,37,3,4,0,78,"0","0","0","0","0","0","0","0","0","0","0"
"6126","Bad",56,106,2,31,40,0,0,100,33.96,"7","8",41,10,46,0.49,11,11,57,86,14,6,3,87,"0","0","0","0","0","0","0","0","0","1","1"
"4414","Bad",72,247,6,74,26,0,0,96,20,"6","6",27,1,35,2,3,3,28,44,6,4,1,56,"0","0","0","0","0","0","0","0","0","0","0"
"8973","Bad",66,218,33,90,12,1,1,87,1,"4","2",15,0,20,0,0,0,0,43.8866666666667,1,1.16,1,33,"0","0","0","0","0","1","0","1","0","0","0"
"4367","Bad",78,154,7,90,15,0,0,93,50,"6","6",15,1,20,12,0,0,39,70,7,2,1,90,"0","0","0","0","0","0","0","0","0","0","0"
"6877","Bad",69,25,12,19,2,0,0,100,37.11,"7","8",2,0,100,0,1,1,78.69,58,1.23444444444444,1,1.09233333333333,100,"0","0","0","0","1","0","1","0","1","1","0"
"2871","Good",74,226,3,66,27,0,0,93,12,"6","6",43,4,37,9,0,0,32,81,5,4,0,75,"0","0","0","0","0","0","0","0","0","0","0"
"8057","Good",83,178,5,84,13,0,0,100,34.58,"7","8",13,2,46,4.10241228070175,0,0,18,72.4075,2,1,0,75,"0","0","0","1","0","1","0","0","0","1","0"
"1887","Bad",74,202,9,89,27,0,0,100,23.36,"7","8",34,1,15,3.41333333333333,0,0,51,65.1186674208145,6,1,3,67,"0","0","0","0","0","1","0","0","0","1","1"
"7956","Good",78,206.895125,9,74,41,0,0,100,31.42,"7","8",44,2,37,9.34020476190476,0,0,35,80,3,4,1,88,"0","1","0","0","0","0","0","0","0","1","1"
"7753","Bad",66,151,4,71,22,0,0,87,8,"4","6",23,2,43,0.45,3,3,57,86,1,4,0,83,"0","0","0","0","0","0","0","0","0","0","1"
"1795","Bad",82,147,6,35,6,0,0,100,32.335,"7","8",6,2,50,0,0,0,16,73,1,2,0,75,"0","0","0","0","0","0","0","0","0","1","0"
"3901","Bad",70,134,6,67,19,0,0,95,57,"6","6",20,3,45,0,0,0,52,78,2,3,2,63,"0","0","0","0","0","0","0","0","0","0","0"
"8628","Bad",61,192,6,58,22,0,0,70,3,"4","6",23,4,57,6,0,0,41,68,2,4,0,60,"0","0","0","0","0","0","0","0","0","0","0"
"6395","Good",80,241,4,63,28,0,0,100,32.405,"7","8",28,6,18,0,4,4,5,75.234,3,1,0,22,"0","0","0","0","0","1","0","0","0","1","0"
"4036","Bad",56,92,3,43,18,1,0,79,1,"4","5",20,2,79,1.14,1,1,51,85,2,5,1.07381578947368,100,"0","0","0","0","0","0","0","0","1","0","1"
"9817","Good",82,159,3,60,30,0,0,100,30.63,"7","8",30,4,30,6,0,0,7,35,4,3,0,78,"0","0","0","0","0","0","0","0","0","1","0"
"970","Bad",88,363,6,106,22,0,0,100,34.855,"7","8",23,1,36,5,2,2,1,68,5,3,0,62,"0","0","0","0","0","0","0","0","0","1","0"
"3019","Bad",74,147.918333333333,17,70,34,0,0,97,31,"6","6",0,0,47,3,1,1,14,26,5,5,1,71,"0","1","0","0","0","0","0","0","0","0","0"
"5097","Good",68,176,10,98,21,0,0,81,44,"6","6",21,1,33,10,0,0,76,68.9466666666667,4,1.41,1,80,"0","0","0","0","0","1","0","1","0","0","0"
"6668","Good",84,319,10,95,32,0,0,100,28.6470833333333,"7","8",35,2,23,0,0,0,19,89,5,1,0,50,"0","0","0","0","0","0","0","0","0","1","0"
"1880","Bad",70,333,1,49,13,2,2,100,35.82,"6","8",20,2,36,0.928571428571429,3,3,8,96,1,3,0,50,"0","0","0","0","0","0","0","0","0","1","1"
"7748","Good",83,195,56,117,9,1,1,90,34,"6","3",10,0,20,6.24928571428571,0,0,0,40.869,0,1.25,0,0,"0","0","0","0","0","1","0","1","0","0","1"
"6780","Bad",75,279,1,71,26,0,0,100,34.2275,"7","8",27,3,56,0,1,1,55,87,6,2,1,89,"0","0","0","0","0","0","0","0","0","1","0"
"3426","Good",85,232,2,105,26,0,0,100,29.1025,"7","8",41,2,39,0,2,2,5,71.3277974025974,3,3,1,46,"0","0","0","0","0","1","0","0","0","1","0"
"2656","Bad",57,390,9,102,58,2,1,80,4,"2","4",38,3,23,9,0,0,65,68,13,3,6,58,"0","0","0","0","0","0","0","0","0","0","0"
"7763","Bad",71,117,4,37,13,0,0,100,37.79,"7","8",13,3,100,2,1,1,83.1059782608696,72,1.93673076923077,5,1.33,100,"0","0","0","0","1","0","1","0","1","1","0"
"2523","Bad",59,153,12,61,18,1,1,84,76,"0","6",9,0,26,15,0,0,85,89,7,2,3,82,"0","0","0","0","0","0","0","0","0","0","0"
"8197","Bad",58,30,15,24,4,0,0,25,3,"4","6",4,0,50,0,0,0,64.91,69.6345833333333,1,1,0.721666666666667,100,"0","0","0","0","1","1","0","0","1","0","0"
"8623","Good",78,260,5,95,49,0,0,98,23,"6","6",49,3,55,1.22433333333333,4,4,25,42,4,7,0,50,"0","0","0","0","0","0","0","0","0","0","1"
"4911","Bad",73,156,5,49,25,0,0,96,41.3333333333333,"5","7",25,2,40,0.839583333333333,1,1,58,88,7,9,1,80,"0","0","0","0","0","0","0","0","0","1","1"
"1606","Bad",75,60,20,32,13,0,0,100,29.469347826087,"7","8",13,0,31,0,4,3,40,75,1,2,1,50,"0","0","0","0","0","0","0","0","0","1","0"
"7386","Bad",89,151,6,58,5,0,0,100,37.6783333333333,"7","8",6,3,17,1,2,2,14,97,1,1,0,50,"0","0","0","0","0","0","0","0","0","1","0"
"2935","Good",84,170,1,66,19,0,0,100,38.9220833333333,"7","8",22,2,15,0,10,10,0,96,1,2,0.0499999999999997,30,"0","0","0","0","0","0","0","0","1","1","0"
"7419","Good",86,219,3,97,12,0,0,92,64,"6","6",12,1,25,0,2,2,0,43,0,1,0,25,"0","0","0","0","0","0","0","0","0","0","0"
"1028","Good",75,367,1,118,57,0,0,95,28,"6","6",58,3,24,8.25304637681159,0,0,5,44,4,4,0,41,"0","0","0","1","0","0","0","0","0","0","0"
"4288","Bad",68,39,4,20,10,0,0,100,33.93,"7","8",10,3,60,5,1,1,51,95,3,3,2,86,"0","0","0","0","0","0","0","0","0","1","0"
"7702","Good",84,138,2,67,21,0,0,100,34.8948284313725,"7","8",22,3,55,0,2,2,15,78,3,3,0,86,"0","0","0","0","0","0","0","0","0","1","0"
"3919","Good",71,314,9,116,63,1,1,84,4,"4","3",64,2,9,0,2,2,5,91,7,2,0,37,"0","0","0","0","0","0","0","0","0","0","0"
"3846","Bad",63,93,7,47,17,0,0,88,8,"4","6",17,2,41,0,0,0,53,84,7,3,1,83,"0","0","0","0","0","0","0","0","0","0","0"
"6869","Good",81,311,27,118,15,0,0,93,65,"6","6",15,0,20,0,0,0,27,52.0675,8,1,0,82,"0","0","0","0","0","1","0","0","0","0","0"
"5501","Good",86,153,14,75,11,0,0,100,30.4566666666667,"7","8",11,0,0,1,2,2,1,57.9763095238095,1,1.126,0,11,"0","0","0","0","0","1","0","1","0","1","0"
"613","Bad",63,173,11,89,36,0,0,97,49,"6","6",36,1,3,0,1,1,86,56.36,13,1,11,78,"0","0","0","0","0","1","0","0","0","0","0"
"9322","Bad",81,163,22,55,24,0,0,92,16,"6","6",24,0,25,0,0,0,0,55.8606904761905,1,2,0,33,"0","0","0","0","0","1","0","0","0","0","0"
"7260","Bad",59,255,39,111,11,1,0,75,3,"4","5",12,0,50,6,0,0,91,83,5,1,2,100,"0","0","0","0","0","0","0","0","0","0","0"
"8194","Bad",55,164,1,51,3,2,1,67,10,"2","4",6,2,17,0,1,1,87,69.39,3,1,2,100,"0","0","0","0","0","1","0","0","0","0","0"
"4371","Good",68,178,3,38,13,1,1,100,40.7666666666667,"6","8",13,6,23,0,1,1,29,82,6,2,0,67,"0","0","0","0","0","0","0","0","0","1","0"
"2337","Good",65,165,6,61,18,1,1,79,2,"4","3",22,5,58,1.165,1,1,26,64,4,6,0,91,"0","0","0","0","0","0","0","0","0","0","1"
"3749","Good",86,201,9,83,16,0,0,100,29.51,"7","8",16,1,19,0,0,0,5,60,2,1,0,60,"0","0","0","0","0","0","0","0","0","1","0"
"192","Good",75,311,8,117,40,0,0,100,28.6166666666667,"7","8",45,2,42,0,5,5,34,65.7,4,2.25,2,45,"0","0","0","0","0","1","0","1","0","1","0"
"4824","Bad",61,187,8,46,26,4,0,88,38,"6","5",33,1,36,0,5,5,60,77,7,2,3,75,"0","0","0","0","0","0","0","0","0","0","0"
"829","Bad",60,153,3,72,14,1,1,56,8,"4","3",16,1,31,8,0,0,33,68.7747058823529,4,1,2,71,"0","0","0","0","0","1","0","0","0","0","0"
"6971","Bad",72,270,1,91,35,0,0,94,22,"6","6",36,2,8,0,0,0,40,65.49,11,1,1,57,"0","0","0","0","0","1","0","0","0","0","0"
"5440","Good",66,178,1,44,13,0,0,94,21,"6","6",16,6,38,0.828,1,1,40,66,4,3,1,80,"0","0","0","0","0","0","0","0","0","0","1"
"5901","Bad",76,56,7,39,6,0,0,100,31.0266666666667,"7","8",6,1,17,0,0,0,21,22,3,1,1,67,"0","0","0","0","0","0","0","0","0","1","0"
"5070","Bad",75,125,10,64,7,0,0,86,6,"4","6",7,1,43,10,0,0,5,79,1,2,0,60,"0","0","0","0","0","0","0","0","0","0","0"
"2911","Bad",87,181.4725,27,96,16,0,0,100,31.2144444444444,"7","8",0,0,19,0,2,2,0,55.1702857142857,3,1,0,50,"0","1","0","0","0","1","0","0","0","1","0"
"1701","Bad",63,191,4,102,40,1,0,75,4,"4","5",44,3,23,0,4,4,34,44,11,3,2,74,"0","0","0","0","0","0","0","0","0","0","0"
"7941","Good",54,214.88,9,99,10,8,5,59,1,"0","2",17,1,29,1.21,1,1,99,64.4261538461539,2,1,1.41,75,"0","1","0","0","0","1","0","0","1","0","1"
"7672","Bad",56,68,41,53,1,4,4,75,4,"4","4",7,0,75,0,0,0,55.42,58.5333333333333,1.37,1,0.544166666666667,100,"0","0","0","0","1","1","1","0","1","0","0"
"2617","Bad",69,196,3,55,8,1,0,73,7,"4","5",28,2,45,0,1,1,27,47,2,2,0,67,"0","0","0","0","0","0","0","0","0","0","0"
"7912","Bad",62,54,8,26,6,0,0,86,40,"6","6",7,2,43,0,0,0,65,79,1,2,1.06142857142857,75,"0","0","0","0","0","0","0","0","1","0","0"
"6819","Good",78,169,17,71,34,0,0,100,31.53,"7","8",34,0,35,0,0,0,34,48,2,4,1,55,"0","0","0","0","0","0","0","0","0","1","0"
"4229","Bad",62,377,5,86,24,3,2,92,15,"6","2",26,2,27,11,0,0,70,76,9,4,4,68,"0","0","0","0","0","0","0","0","0","0","0"
"4204","Bad",63,217,6,72,13,1,1,100,24.0684126984127,"0","8",13,2,31,5,0,0,103,75,4,3,2,100,"0","0","0","0","0","0","0","0","0","1","0"
"7863","Bad",68,166,4,47,17,0,0,100,34.4725,"7","8",18,2,11,0,0,0,78,68.748,8,1,4,75,"0","0","0","0","0","1","0","0","0","1","0"
"4762","Bad",66,106,2,45,21,0,0,100,36.41,"7","8",23,3,87,1,1,1,79,94,1,5,1,100,"0","0","0","0","0","0","0","0","0","1","0"
"828","Good",66,308,3,97,35,0,0,88,1,"4","6",42,5,32,3,2,2,45,46,5,5,1,83,"0","0","0","0","0","0","0","0","0","0","0"
"9024","Good",77,177,12,75,7,1,1,89,19,"6","6",9,0,22,1.05,2,2,1,59.565,1,1.15,0,25,"0","0","0","0","0","1","0","1","0","0","1"
"6614","Bad",63,161,9,51,15,0,0,82,5,"4","6",17,1,29,0,0,0,35,44,4,2,1,60,"0","0","0","0","0","0","0","0","0","0","0"
"7542","Good",90,451,17,154,11,0,0,100,32.2166666666667,"7","8",12,0,33,16,0,0,3,9,1,3,0,50,"0","0","0","0","0","0","0","0","0","1","0"
"777","Good",82,228,17,92,24,0,0,100,30.769,"7","8",29,0,34,1,2,2,2,42,9,4,0,68,"0","0","0","0","0","0","0","0","0","1","0"
"1717","Bad",66,194,4,78,3,2,2,75,55,"6","3",4,1,0,0,0,0,76,68.649619047619,4,1.13,0,100,"0","0","0","0","0","1","0","1","0","0","0"
"9794","Bad",63,182,9,92,23,0,0,96,24,"6","6",23,1,35,0,4,4,88,85,5,4,5,82,"0","0","0","0","0","0","0","0","0","0","0"
"2405","Bad",68,178.8,3,80,32,0,0,97,21,"6","6",0,4,16,1,2,2,32,69.8183333333333,11,1,2,87,"0","1","0","0","0","1","0","0","0","0","0"
"3391","Good",80,372,13,71,9,0,0,100,33.0233333333333,"7","8",14,0,33,0,4,4,35,63.1120261437909,1,1,1,29,"0","0","0","0","0","1","0","0","0","1","0"
"2203","Bad",54,376,23,179,43,5,1,79,2,"3","2",53,0,13,6.30962686567164,0,0,68,35,24,4,7,91,"0","0","0","0","0","0","0","0","0","0","1"
"3705","Bad",61.56,87,10,35,18,1,1,89,3,"2","4",19,2,16,0,2,2,29,73,6,1,1,47,"1","0","0","0","0","0","0","0","0","0","0"
"5343","Good",86,220,7,79,19,0,0,100,31.0453333333333,"7","8",19,1,0,0,0,0,2,59.3141666666667,3,1.16117647058824,0,21,"0","0","0","0","0","1","0","1","0","1","0"
"9662","Good",77,149,3,69,18,0,0,94,7,"4","6",18,2,72,10,0,0,13,82,1,4,0,71,"0","0","0","0","0","0","0","0","0","0","0"
"231","Good",81,306,5,74,16,0,0,100,35.955,"7","8",18,1,11,0,0,0,25,101,7,1,1,80,"0","0","0","0","0","0","0","0","0","1","0"
"6493","Good",57,339,7,122,21,1,0,77,8,"4","5",26,1,27,3,1,1,78,95,10,2,8,80,"0","0","0","0","0","0","0","0","0","0","0"
"9671","Good",80,220,5,86,28,0,0,93,16,"6","6",28,2,50,11,0,0,2,99,3,3,0.29,100,"0","0","0","0","0","0","0","0","1","0","0"
"6734","Bad",67,51,2,25,9,0,0,80,10,"4","6",10,2,50,0,2,2,0,96,1,1,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"4912","Bad",56,70,6,31,28,0,0,96,43,"6","6",29,7,25,0.543333333333333,2,2,71,79.865,8,1,4,56,"0","0","0","0","0","1","0","0","0","0","1"
"1093","Bad",65,305,4,74,18,6,6,60,12,"6","2",25,2,48,0,1,1,8,98,1,2,0,60,"0","0","0","0","0","0","0","0","0","0","0"
"7139","Bad",74,344,9,86,13,1,1,93,14,"6","2",14,1,57,1.70551282051282,1,1,0,31,1,3,0,67,"0","0","0","0","0","0","0","0","0","0","1"
"827","Good",77,265,4,105,50,1,1,98,61,"6","3",58,1,38,12,0,0,15,64,8,4,2,59,"0","0","0","0","0","0","0","0","0","0","0"
"2873","Good",59,277,1,137,22,3,1,60,10,"4","5",12,6,20,0,5,5,43,87,17,2,2,95,"0","0","0","0","0","0","0","0","0","0","0"
"6733","Good",63,155,12,57,15,0,0,94,28.49125,"5","7",16,0,25,0,5,5,93,71,5,2,4,78,"0","0","0","0","0","0","0","0","0","1","0"
"7806","Bad",77,291,3,116,14,0,0,100,34.7666666666667,"7","8",14,1,36,0,6,6,45,69,6,3,2,75,"0","0","0","0","0","0","0","0","0","1","0"
"2677","Bad",67,94,19,58,20,0,0,95,37,"6","6",17,0,10,12,0,0,74,51.5786363636364,6,1,3,78,"0","0","0","0","0","1","0","0","0","0","0"
"1518","Bad",81,179,16,99,16,0,0,100,32.3122049689441,"7","8",19,0,26,0,0,0,26,59.880983345021,2,1,1,60,"0","0","0","0","0","1","0","0","0","1","0"
"8991","Good",88,199,6,78,13,0,0,100,31.898,"7","8",14,1,14,5.40664326414326,0,0,14,58.2336666666667,2,1.12166666666667,0,67,"0","0","0","0","0","1","0","1","0","1","1"
"9797","Good",77,197,10,71,33,0,0,100,27.7708333333333,"7","8",33,1,15,8,0,0,37,57.0898333333333,2,1,1,30,"0","0","0","0","0","1","0","0","0","1","0"
"2191","Good",73,43,1,31,9,1,1,91,67,"6","4",8,4,18,0.9975,1,1,25,70.1966666666667,5,1,0,67,"0","0","0","0","0","1","0","0","0","0","1"
"3425","Good",76,154,17,104,26,0,0,100,32.3,"7","8",17,0,31,2,2,2,25,77,2,2,1,83,"0","0","0","0","0","0","0","0","0","1","0"
"3820","Bad",75,97,29,68,17,0,0,100,32.885,"7","8",17,0,47,0,1,1,58.7740588235294,59,2.1126023976024,3,0.871666666666667,100,"0","0","0","0","1","0","1","0","1","1","0"
"3770","Bad",67,25,22,24,3,4,4,100,38.8426666666667,"6","8",3,0,67,0,2,2,18,91,1,2,0.28,100,"0","0","0","0","0","0","0","0","1","1","0"
"3645","Bad",64,231,1,67,32,1,1,100,37.4874404761905,"6","8",27,5,12,1,6,6,53,70.11,4,1,4,75,"0","0","0","0","0","1","0","0","0","1","0"
"1781","Bad",94,203,12,125,9,0,0,100,32.185,"7","8",9,0,11,0,0,0,0,60.0254321475626,0,1,0,25,"0","0","0","0","0","1","0","0","0","1","0"
"6428","Bad",67,324,7,103,19,1,0,86,23,"6","5",22,3,32,1,1,1,77,78,10,3,4,100,"0","0","0","0","0","0","0","0","0","0","0"
"1126","Bad",57,264,6,155,3,2,2,40,4,"4","2",5,2,40,0,4,4,0,68.0375,0,1,0.21,50,"0","0","0","0","0","1","0","0","1","0","0"
"6045","Bad",58,192,5,95,21,0,0,90,3,"4","6",21,4,10,0,2,2,51,66.84,5,1.26,4,38,"0","0","0","0","0","1","0","1","0","0","0"
"6145","Bad",82,145,11,77,45,0,0,100,32.4164950980392,"6","7",45,1,69,7.872,0,0,13,52,5,10,0,71,"0","0","0","0","0","0","0","0","0","1","1"
"267","Good",66,74,3,21,13,0,0,92,38.564347826087,"6","6",13,6,23,0,4,4,33,61,5,3,0,73,"0","0","1","0","0","0","0","0","0","0","0"
"7624","Good",83,143,2,57,22,0,0,100,36.5820833333333,"7","8",24,4,17,1,2,2,7,60,6,3,0,75,"0","0","0","0","0","0","0","0","0","1","0"
"4466","Good",88,215,9,103,14,0,0,100,33.9825,"7","8",14,1,36,8,0,0,14,56,2,1,0,67,"0","0","0","0","0","0","0","0","0","1","0"
"2312","Bad",61,30,2,43,14,1,0,88,2,"3","5",3,3,38,3.24775757575758,0,0,44,86,4,2,1,50,"0","0","0","0","0","0","0","0","0","0","1"
"7359","Good",78,110,3,42,17,0,0,94,79,"6","6",17,6,18,1,1,1,4,79.76,4,1,0,55,"0","0","0","0","0","1","0","0","0","0","0"
"6132","Bad",74,129,1,70,20,0,0,100,31.13,"7","8",22,3,32,3.49603787878788,0,0,61,84,6,3,4,75,"0","0","0","0","0","0","0","0","0","1","1"
"4159","Bad",57,323,5,92,13,2,1,67,4,"4","3",15,1,27,0.68,2,2,61,61,2,3,1,63,"0","0","0","0","0","0","0","0","0","0","1"
"2365","Good",68,214,2,17,8,0,0,90,34.862,"6","6",10,3,20,4.54333333333333,0,0,52,82.1125,4,1,0,71,"0","0","1","0","0","1","0","0","0","0","1"
"2992","Good",81,261,11,110,27,0,0,96,53,"6","6",27,1,22,0,0,0,23,13,11,2,0,65,"0","0","0","0","0","0","0","0","0","0","0"
"7867","Bad",60,134,9,48,12,0,0,92,23,"6","6",15,1,57,0,1,1,97,57,4,5,3,90,"0","0","0","0","0","0","0","0","0","0","0"
"7530","Bad",56,24,1,10,4,1,1,100,34.204,"6","8",5,3,20,0,20,20,93,86.2175,2,1,1,75,"0","0","0","0","0","1","0","0","0","1","0"
"2104","Bad",71,288,8,93,30,0,0,100,25.9811111111111,"7","8",51,2,30,4.84092857142857,0,0,73,67.52,9,1.82,5,69,"0","0","0","0","0","1","0","1","0","1","1"
"7549","Good",65,113,5,60,6,1,1,71,35,"6","4",7,2,29,1,1,1,13,74.24,5,1,0,100,"0","0","0","0","0","1","0","0","0","0","0"
"2100","Good",80,187,4,71,39,0,0,100,34.7170833333333,"7","8",26,1,15,1.52416666666667,1,1,4,77,8,2,0,48,"0","0","0","0","0","0","0","0","0","1","1"
"8543","Good",82,233,43,96,15,0,0,100,36.80875,"7","8",17,0,65,3.76566666666667,0,0,45,71,4,1,0,83,"0","0","0","0","0","0","0","0","0","1","1"
"5251","Bad",68,164,1,68,13,1,0,94,6,"4","5",17,2,29,0,4,4,21,93,4,3,1,54,"0","0","0","0","0","0","0","0","0","0","0"
"3203","Good",74,155,9,89,43,0,0,100,35.085,"7","8",10,3,14,9,1,1,59,43,7,3,2,63,"0","0","0","0","0","0","0","0","0","1","0"
"774","Bad",72,255,13,60,31,0,0,100,32.675,"7","8",32,0,22,13,0,0,85,14,9,2,9,79,"0","0","0","0","0","0","0","0","0","1","0"
"1128","Bad",67,163,7,71,14,1,1,100,31.865,"6","8",14,1,36,0,1,1,67,76,2,3,1,67,"0","0","0","0","0","0","0","0","0","1","0"
"8383","Bad",72,170,2,55,54,0,0,98,39.6673333333333,"5","7",62,8,55,0,2,2,54,91,6,7,1,64,"0","0","0","0","0","0","0","0","0","1","0"
"5087","Good",74,110,10,62,37,0,0,100,31.28,"7","8",39,1,46,6,0,0,80,99,2,4,2,75,"0","0","0","0","0","0","0","0","0","1","0"
